Time,Real cid,Classified cid,Score,Queue Distribution,Representive,Percentage,Queue Size,Dominated
12715,303.0,1245430.0,851664.0,"[492177.0, 359487.0]","[50, 36]"
76566,303.0,173074395.0,317759828.0,"[14457788.0, 15165102.0, 15165102.0, 15165102.0, 15165102.0, 15165102.0, 15165102.0, 15165102.0, 15165102.0, 15165102.0, 15165102.0, 15165102.0, 15165102.0, 15165102.0, 15165102.0, 15165102.0, 15165102.0, 15165102.0, 15165102.0, 15165102.0, 15165102.0]","[1000, 1049, 1049, 1049, 1049, 1049, 1049, 1049, 1049, 1049, 1049, 1049, 1049, 1049, 1049, 1049, 1049, 1049, 1049, 1049, 1049]"
76584,303.0,173085478.0,318782738.0,"[15169190.0, 14457788.0, 14457788.0, 14457788.0, 14457788.0, 14457788.0, 14457788.0, 14457788.0, 14457788.0, 14457788.0, 14457788.0, 14457788.0, 14457788.0, 14457788.0, 14457788.0, 14457788.0, 14457788.0, 14457788.0, 14457788.0, 14457788.0, 14457788.0, 14457788.0]","[1050, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]"
77264,303.0,173522275.0,9661465.0,"[5197160.0, 4464305.0]","[350, 331]"
79673,303.0,175072250.0,351039618.0,"[16048368.0, 15226875.0, 15226875.0, 15226875.0, 15226875.0, 15226875.0, 15226875.0, 15226875.0, 15226875.0, 15226875.0, 15226875.0, 15226875.0, 15226875.0, 15226875.0, 15226875.0, 15226875.0, 15226875.0, 15226875.0, 15226875.0, 15226875.0, 15226875.0, 15226875.0, 15226875.0]","[1100, 1047, 1047, 1047, 1047, 1047, 1047, 1047, 1047, 1047, 1047, 1047, 1047, 1047, 1047, 1047, 1047, 1047, 1047, 1047, 1047, 1047, 1047]"
79797,303.0,175152078.0,352404549.0,"[15271683.0, 16053946.0, 16053946.0, 16053946.0, 16053946.0, 16053946.0, 16053946.0, 16053946.0, 16053946.0, 16053946.0, 16053946.0, 16053946.0, 16053946.0, 16053946.0, 16053946.0, 16053946.0, 16053946.0, 16053946.0, 16053946.0, 16053946.0, 16053946.0, 16053946.0]","[1050, 1101, 1101, 1101, 1101, 1101, 1101, 1101, 1101, 1101, 1101, 1101, 1101, 1101, 1101, 1101, 1101, 1101, 1101, 1101, 1101, 1101]"
82511,303.0,176895128.0,386328907.0,"[16726612.0, 16069665.0, 16069665.0, 16069665.0, 16069665.0, 16069665.0, 16069665.0, 16069665.0, 16069665.0, 16069665.0, 16069665.0, 16069665.0, 16069665.0, 16069665.0, 16069665.0, 16069665.0, 16069665.0, 16069665.0, 16069665.0, 16069665.0, 16069665.0, 16069665.0, 16069665.0, 16069665.0]","[1150, 1095, 1095, 1095, 1095, 1095, 1095, 1095, 1095, 1095, 1095, 1095, 1095, 1095, 1095, 1095, 1095, 1095, 1095, 1095, 1095, 1095, 1095, 1095]"
82642,303.0,176980444.0,384704720.0,"[16099560.0, 16754780.0, 16754780.0, 16754780.0, 16754780.0, 16754780.0, 16754780.0, 16754780.0, 16754780.0, 16754780.0, 16754780.0, 16754780.0, 16754780.0, 16754780.0, 16754780.0, 16754780.0, 16754780.0, 16754780.0, 16754780.0, 16754780.0, 16754780.0, 16754780.0, 16754780.0]","[1100, 1151, 1151, 1151, 1151, 1151, 1151, 1151, 1151, 1151, 1151, 1151, 1151, 1151, 1151, 1151, 1151, 1151, 1151, 1151, 1151, 1151, 1151]"
84969,303.0,178477928.0,414294209.0,"[16662734.0, 17288325.0, 17288325.0, 17288325.0, 17288325.0, 17288325.0, 17288325.0, 17288325.0, 17288325.0, 17288325.0, 17288325.0, 17288325.0, 17288325.0, 17288325.0, 17288325.0, 17288325.0, 17288325.0, 17288325.0, 17288325.0, 17288325.0, 17288325.0, 17288325.0, 17288325.0, 17288325.0]","[1150, 1195, 1195, 1195, 1195, 1195, 1195, 1195, 1195, 1195, 1195, 1195, 1195, 1195, 1195, 1195, 1195, 1195, 1195, 1195, 1195, 1195, 1195, 1195]"
85233,303.0,178645766.0,418207237.0,"[17363701.0, 16701814.0, 16701814.0, 16701814.0, 16701814.0, 16701814.0, 16701814.0, 16701814.0, 16701814.0, 16701814.0, 16701814.0, 16701814.0, 16701814.0, 16701814.0, 16701814.0, 16701814.0, 16701814.0, 16701814.0, 16701814.0, 16701814.0, 16701814.0, 16701814.0, 16701814.0, 16701814.0, 16701814.0]","[1200, 1153, 1153, 1153, 1153, 1153, 1153, 1153, 1153, 1153, 1153, 1153, 1153, 1153, 1153, 1153, 1153, 1153, 1153, 1153, 1153, 1153, 1153, 1153, 1153]"
87436,303.0,180065438.0,449123047.0,"[17362495.0, 17990023.0, 17990023.0, 17990023.0, 17990023.0, 17990023.0, 17990023.0, 17990023.0, 17990023.0, 17990023.0, 17990023.0, 17990023.0, 17990023.0, 17990023.0, 17990023.0, 17990023.0, 17990023.0, 17990023.0, 17990023.0, 17990023.0, 17990023.0, 17990023.0, 17990023.0, 17990023.0, 17990023.0]","[1200, 1241, 1241, 1241, 1241, 1241, 1241, 1241, 1241, 1241, 1241, 1241, 1241, 1241, 1241, 1241, 1241, 1241, 1241, 1241, 1241, 1241, 1241, 1241, 1241]"
87926,303.0,180382164.0,455999838.0,"[18100238.0, 17515984.0, 17515984.0, 17515984.0, 17515984.0, 17515984.0, 17515984.0, 17515984.0, 17515984.0, 17515984.0, 17515984.0, 17515984.0, 17515984.0, 17515984.0, 17515984.0, 17515984.0, 17515984.0, 17515984.0, 17515984.0, 17515984.0, 17515984.0, 17515984.0, 17515984.0, 17515984.0, 17515984.0, 17515984.0]","[1250, 1211, 1211, 1211, 1211, 1211, 1211, 1211, 1211, 1211, 1211, 1211, 1211, 1211, 1211, 1211, 1211, 1211, 1211, 1211, 1211, 1211, 1211, 1211, 1211, 1211]"
89976,303.0,181702114.0,479437788.0,"[18107813.0, 18453199.0, 18453199.0, 18453199.0, 18453199.0, 18453199.0, 18453199.0, 18453199.0, 18453199.0, 18453199.0, 18453199.0, 18453199.0, 18453199.0, 18453199.0, 18453199.0, 18453199.0, 18453199.0, 18453199.0, 18453199.0, 18453199.0, 18453199.0, 18453199.0, 18453199.0, 18453199.0, 18453199.0, 18453199.0]","[1250, 1291, 1291, 1291, 1291, 1291, 1291, 1291, 1291, 1291, 1291, 1291, 1291, 1291, 1291, 1291, 1291, 1291, 1291, 1291, 1291, 1291, 1291, 1291, 1291, 1291]"
90376,303.0,181958335.0,492261230.0,"[18525214.0, 18220616.0, 18220616.0, 18220616.0, 18220616.0, 18220616.0, 18220616.0, 18220616.0, 18220616.0, 18220616.0, 18220616.0, 18220616.0, 18220616.0, 18220616.0, 18220616.0, 18220616.0, 18220616.0, 18220616.0, 18220616.0, 18220616.0, 18220616.0, 18220616.0, 18220616.0, 18220616.0, 18220616.0, 18220616.0, 18220616.0]","[1300, 1256, 1256, 1256, 1256, 1256, 1256, 1256, 1256, 1256, 1256, 1256, 1256, 1256, 1256, 1256, 1256, 1256, 1256, 1256, 1256, 1256, 1256, 1256, 1256, 1256, 1256]"
92851,303.0,183554448.0,510692189.0,"[18623027.0, 18925737.0, 18925737.0, 18925737.0, 18925737.0, 18925737.0, 18925737.0, 18925737.0, 18925737.0, 18925737.0, 18925737.0, 18925737.0, 18925737.0, 18925737.0, 18925737.0, 18925737.0, 18925737.0, 18925737.0, 18925737.0, 18925737.0, 18925737.0, 18925737.0, 18925737.0, 18925737.0, 18925737.0, 18925737.0, 18925737.0]","[1300, 1334, 1334, 1334, 1334, 1334, 1334, 1334, 1334, 1334, 1334, 1334, 1334, 1334, 1334, 1334, 1334, 1334, 1334, 1334, 1334, 1334, 1334, 1334, 1334, 1334, 1334]"
93741,303.0,184129081.0,526704817.0,"[19140700.0, 18798671.0, 18798671.0, 18798671.0, 18798671.0, 18798671.0, 18798671.0, 18798671.0, 18798671.0, 18798671.0, 18798671.0, 18798671.0, 18798671.0, 18798671.0, 18798671.0, 18798671.0, 18798671.0, 18798671.0, 18798671.0, 18798671.0, 18798671.0, 18798671.0, 18798671.0, 18798671.0, 18798671.0, 18798671.0, 18798671.0, 18798671.0]","[1350, 1320, 1320, 1320, 1320, 1320, 1320, 1320, 1320, 1320, 1320, 1320, 1320, 1320, 1320, 1320, 1320, 1320, 1320, 1320, 1320, 1320, 1320, 1320, 1320, 1320, 1320, 1320]"
94049,303.0,184328787.0,11104503.0,"[5647468.0, 5457035.0]","[400, 411]"
95504,303.0,185263101.0,544852906.0,"[19216285.0, 19468023.0, 19468023.0, 19468023.0, 19468023.0, 19468023.0, 19468023.0, 19468023.0, 19468023.0, 19468023.0, 19468023.0, 19468023.0, 19468023.0, 19468023.0, 19468023.0, 19468023.0, 19468023.0, 19468023.0, 19468023.0, 19468023.0, 19468023.0, 19468023.0, 19468023.0, 19468023.0, 19468023.0, 19468023.0, 19468023.0, 19468023.0]","[1350, 1392, 1392, 1392, 1392, 1392, 1392, 1392, 1392, 1392, 1392, 1392, 1392, 1392, 1392, 1392, 1392, 1392, 1392, 1392, 1392, 1392, 1392, 1392, 1392, 1392, 1392, 1392]"
95826,303.0,185470667.0,559989322.0,"[19562694.0, 19300951.0, 19300951.0, 19300951.0, 19300951.0, 19300951.0, 19300951.0, 19300951.0, 19300951.0, 19300951.0, 19300951.0, 19300951.0, 19300951.0, 19300951.0, 19300951.0, 19300951.0, 19300951.0, 19300951.0, 19300951.0, 19300951.0, 19300951.0, 19300951.0, 19300951.0, 19300951.0, 19300951.0, 19300951.0, 19300951.0, 19300951.0, 19300951.0]","[1400, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354, 1354]"
98296,303.0,187061619.0,593501966.0,"[20103265.0, 19772369.0, 19772369.0, 19772369.0, 19772369.0, 19772369.0, 19772369.0, 19772369.0, 19772369.0, 19772369.0, 19772369.0, 19772369.0, 19772369.0, 19772369.0, 19772369.0, 19772369.0, 19772369.0, 19772369.0, 19772369.0, 19772369.0, 19772369.0, 19772369.0, 19772369.0, 19772369.0, 19772369.0, 19772369.0, 19772369.0, 19772369.0, 19772369.0, 19772369.0]","[1450, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398, 1398]"
98395,303.0,187125897.0,582804197.0,"[19784005.0, 20107864.0, 20107864.0, 20107864.0, 20107864.0, 20107864.0, 20107864.0, 20107864.0, 20107864.0, 20107864.0, 20107864.0, 20107864.0, 20107864.0, 20107864.0, 20107864.0, 20107864.0, 20107864.0, 20107864.0, 20107864.0, 20107864.0, 20107864.0, 20107864.0, 20107864.0, 20107864.0, 20107864.0, 20107864.0, 20107864.0, 20107864.0, 20107864.0]","[1400, 1451, 1451, 1451, 1451, 1451, 1451, 1451, 1451, 1451, 1451, 1451, 1451, 1451, 1451, 1451, 1451, 1451, 1451, 1451, 1451, 1451, 1451, 1451, 1451, 1451, 1451, 1451, 1451]"
100394,303.0,188413512.0,629177768.0,"[20639888.0, 20284596.0, 20284596.0, 20284596.0, 20284596.0, 20284596.0, 20284596.0, 20284596.0, 20284596.0, 20284596.0, 20284596.0, 20284596.0, 20284596.0, 20284596.0, 20284596.0, 20284596.0, 20284596.0, 20284596.0, 20284596.0, 20284596.0, 20284596.0, 20284596.0, 20284596.0, 20284596.0, 20284596.0, 20284596.0, 20284596.0, 20284596.0, 20284596.0, 20284596.0, 20284596.0]","[1500, 1441, 1441, 1441, 1441, 1441, 1441, 1441, 1441, 1441, 1441, 1441, 1441, 1441, 1441, 1441, 1441, 1441, 1441, 1441, 1441, 1441, 1441, 1441, 1441, 1441, 1441, 1441, 1441, 1441, 1441]"
100864,303.0,188716678.0,621312915.0,"[20370478.0, 20722153.0, 20722153.0, 20722153.0, 20722153.0, 20722153.0, 20722153.0, 20722153.0, 20722153.0, 20722153.0, 20722153.0, 20722153.0, 20722153.0, 20722153.0, 20722153.0, 20722153.0, 20722153.0, 20722153.0, 20722153.0, 20722153.0, 20722153.0, 20722153.0, 20722153.0, 20722153.0, 20722153.0, 20722153.0, 20722153.0, 20722153.0, 20722153.0, 20722153.0]","[1450, 1503, 1503, 1503, 1503, 1503, 1503, 1503, 1503, 1503, 1503, 1503, 1503, 1503, 1503, 1503, 1503, 1503, 1503, 1503, 1503, 1503, 1503, 1503, 1503, 1503, 1503, 1503, 1503, 1503]"
102837,303.0,189986788.0,656041167.0,"[20787417.0, 21175125.0, 21175125.0, 21175125.0, 21175125.0, 21175125.0, 21175125.0, 21175125.0, 21175125.0, 21175125.0, 21175125.0, 21175125.0, 21175125.0, 21175125.0, 21175125.0, 21175125.0, 21175125.0, 21175125.0, 21175125.0, 21175125.0, 21175125.0, 21175125.0, 21175125.0, 21175125.0, 21175125.0, 21175125.0, 21175125.0, 21175125.0, 21175125.0, 21175125.0, 21175125.0]","[1500, 1525, 1525, 1525, 1525, 1525, 1525, 1525, 1525, 1525, 1525, 1525, 1525, 1525, 1525, 1525, 1525, 1525, 1525, 1525, 1525, 1525, 1525, 1525, 1525, 1525, 1525, 1525, 1525, 1525, 1525]"
104056,303.0,190771987.0,674323863.0,"[21441078.0, 21060735.0, 21060735.0, 21060735.0, 21060735.0, 21060735.0, 21060735.0, 21060735.0, 21060735.0, 21060735.0, 21060735.0, 21060735.0, 21060735.0, 21060735.0, 21060735.0, 21060735.0, 21060735.0, 21060735.0, 21060735.0, 21060735.0, 21060735.0, 21060735.0, 21060735.0, 21060735.0, 21060735.0, 21060735.0, 21060735.0, 21060735.0, 21060735.0, 21060735.0, 21060735.0, 21060735.0]","[1550, 1523, 1523, 1523, 1523, 1523, 1523, 1523, 1523, 1523, 1523, 1523, 1523, 1523, 1523, 1523, 1523, 1523, 1523, 1523, 1523, 1523, 1523, 1523, 1523, 1523, 1523, 1523, 1523, 1523, 1523, 1523]"
105428,303.0,191652586.0,12196371.0,"[6021480.0, 6174891.0]","[450, 471]"
105712,303.0,191835532.0,694776736.0,"[21401494.0, 21721782.0, 21721782.0, 21721782.0, 21721782.0, 21721782.0, 21721782.0, 21721782.0, 21721782.0, 21721782.0, 21721782.0, 21721782.0, 21721782.0, 21721782.0, 21721782.0, 21721782.0, 21721782.0, 21721782.0, 21721782.0, 21721782.0, 21721782.0, 21721782.0, 21721782.0, 21721782.0, 21721782.0, 21721782.0, 21721782.0, 21721782.0, 21721782.0, 21721782.0, 21721782.0, 21721782.0]","[1550, 1576, 1576, 1576, 1576, 1576, 1576, 1576, 1576, 1576, 1576, 1576, 1576, 1576, 1576, 1576, 1576, 1576, 1576, 1576, 1576, 1576, 1576, 1576, 1576, 1576, 1576, 1576, 1576, 1576, 1576, 1576]"
106980,303.0,192649812.0,715751430.0,"[21967654.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0, 21680743.0]","[1600, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566, 1566]"
108565,303.0,193664159.0,737519074.0,"[21989058.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0, 22360313.0]","[1600, 1628, 1628, 1628, 1628, 1628, 1628, 1628, 1628, 1628, 1628, 1628, 1628, 1628, 1628, 1628, 1628, 1628, 1628, 1628, 1628, 1628, 1628, 1628, 1628, 1628, 1628, 1628, 1628, 1628, 1628, 1628, 1628]"
109644,303.0,194362651.0,755194341.0,"[22614702.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0, 22199383.0]","[1650, 1620, 1620, 1620, 1620, 1620, 1620, 1620, 1620, 1620, 1620, 1620, 1620, 1620, 1620, 1620, 1620, 1620, 1620, 1620, 1620, 1620, 1620, 1620, 1620, 1620, 1620, 1620, 1620, 1620, 1620, 1620, 1620, 1620]"
111015,303.0,195243065.0,776654253.0,"[22532478.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0, 22852175.0]","[1650, 1679, 1679, 1679, 1679, 1679, 1679, 1679, 1679, 1679, 1679, 1679, 1679, 1679, 1679, 1679, 1679, 1679, 1679, 1679, 1679, 1679, 1679, 1679, 1679, 1679, 1679, 1679, 1679, 1679, 1679, 1679, 1679, 1679]"
113144,303.0,196611571.0,808407943.0,"[23097397.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0, 23097369.0]","[1700, 1694, 1694, 1694, 1694, 1694, 1694, 1694, 1694, 1694, 1694, 1694, 1694, 1694, 1694, 1694, 1694, 1694, 1694, 1694, 1694, 1694, 1694, 1694, 1694, 1694, 1694, 1694, 1694, 1694, 1694, 1694, 1694, 1694, 1694]"
113573,303.0,196889307.0,810470964.0,"[23119262.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0, 23157403.0]","[1700, 1704, 1704, 1704, 1704, 1704, 1704, 1704, 1704, 1704, 1704, 1704, 1704, 1704, 1704, 1704, 1704, 1704, 1704, 1704, 1704, 1704, 1704, 1704, 1704, 1704, 1704, 1704, 1704, 1704, 1704, 1704, 1704, 1704, 1704]"
114771,303.0,197659329.0,13445362.0,"[6611324.0, 6834038.0]","[500, 533]"
116966,303.0,199070064.0,861861499.0,"[23518084.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0, 23952669.0]","[1750, 1727, 1727, 1727, 1727, 1727, 1727, 1727, 1727, 1727, 1727, 1727, 1727, 1727, 1727, 1727, 1727, 1727, 1727, 1727, 1727, 1727, 1727, 1727, 1727, 1727, 1727, 1727, 1727, 1727, 1727, 1727, 1727, 1727, 1727, 1727]"
120101,303.0,201084707.0,874874432.0,"[24593812.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0, 24293732.0]","[1750, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765, 1765]"
123294,303.0,203136694.0,927829567.0,"[25051015.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0, 25077182.0]","[1800, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777, 1777]"
125095,303.0,204296001.0,937221668.0,"[25420076.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0, 25327822.0]","[1800, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827, 1827]"
125117,303.0,204310123.0,15520600.0,"[7445630.0, 8074970.0]","[550, 594]"
127109,303.0,205590253.0,981979727.0,"[25600434.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0, 25848089.0]","[1850, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832, 1832]"
128558,303.0,206521325.0,982947915.0,"[26114854.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0, 25860353.0]","[1850, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868, 1868]"
130655,303.0,207867035.0,1035550834.0,"[26317764.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0, 26558765.0]","[1900, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871, 1871]"
133373,303.0,209610957.0,1052841984.0,"[27093696.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0, 26993376.0]","[1900, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926, 1926]"
135917,303.0,211252351.0,1103215514.0,"[27462641.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0, 27583407.0]","[1950, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923, 1923]"
136027,303.0,211323083.0,17205719.0,"[8311541.0, 8894178.0]","[600, 647]"
